name_j,code_map,name_e,year,url,zip,shp,altdir,qml
宿泊型自立訓練,宿泊型自立訓練,Residential Independent Living Training,2025年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202503/sfkopendata_202503_34.zip,sfkopendata_202503_34.zip,csvdownload034.csv,,
就労移行支援,就労移行支援,Employment Transition Support,2025年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202503/sfkopendata_202503_60.zip,sfkopendata_202503_60.zip,csvdownload060.csv,,
就労継続支援Ａ型,就労継続支援Ａ型,Continuous Employment Support Type A,2025年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202503/sfkopendata_202503_45.zip,sfkopendata_202503_45.zip,csvdownload045.csv,,
就労継続支援Ｂ型,就労継続支援Ｂ型,Continuous Employment Support Type B,2025年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202503/sfkopendata_202503_46.zip,sfkopendata_202503_46.zip,csvdownload046.csv,,
就労定着支援,就労定着支援,Employment Retention Support,2025年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202503/sfkopendata_202503_62.zip,sfkopendata_202503_62.zip,csvdownload062.csv,,
児童発達支援,児童発達支援,Child Development Support,2025年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202503/sfkopendata_202503_63.zip,sfkopendata_202503_63.zip,csvdownload063.csv,,
医療型児童発達支援,医療型児童発達支援,Medical Child Development Support,2025年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202503/sfkopendata_202503_64.zip,sfkopendata_202503_64.zip,csvdownload064.csv,,
放課後等デイサービス,放課後等デイサービス,After-School Day Service,2025年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202503/sfkopendata_202503_65.zip,sfkopendata_202503_65.zip,csvdownload065.csv,,
居宅訪問型児童発達支援,居宅訪問型児童発達支援,Home-Visit Child Development Support,2025年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202503/sfkopendata_202503_66.zip,sfkopendata_202503_66.zip,csvdownload066.csv,,
保育所等訪問支援,保育所等訪問支援,Nursery School and Kindergarten Visit Support,2025年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202503/sfkopendata_202503_67.zip,sfkopendata_202503_67.zip,csvdownload067.csv,,
福祉型障害児入所施設,福祉型障害児入所施設,Welfare Residential Facility for Children with Disabilities,2025年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202503/sfkopendata_202503_68.zip,sfkopendata_202503_68.zip,csvdownload068.csv,,
医療型障害児入所施設,医療型障害児入所施設,Medical Residential Facility for Children with Disabilities,2025年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202503/sfkopendata_202503_69.zip,sfkopendata_202503_69.zip,csvdownload069.csv,,
地域相談支援(地域移行),地域相談支援(地域移行),Community Consultation Support (Community Transition),2025年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202503/sfkopendata_202503_53.zip,sfkopendata_202503_53.zip,csvdownload053.csv,,
地域相談支援(地域定着),地域相談支援(地域定着),Community Consultation Support (Community Settlement),2025年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202503/sfkopendata_202503_54.zip,sfkopendata_202503_54.zip,csvdownload054.csv,,
計画相談支援,計画相談支援,Service Planning Consultation Support,2025年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202503/sfkopendata_202503_52.zip,sfkopendata_202503_52.zip,csvdownload052.csv,,
障害児相談支援,障害児相談支援,Consultation Support for Children with Disabilities,2025年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202503/sfkopendata_202503_70.zip,sfkopendata_202503_70.zip,csvdownload070.csv,,
居宅介護,居宅介護,Home Care,2024年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202409/sfkopendata_202409_11.zip,sfkopendata_202409_11.zip,csvdownload011.csv,,
重度訪問介護,重度訪問介護,Intensive Home Care,2024年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202409/sfkopendata_202409_12.zip,sfkopendata_202409_12.zip,csvdownload012.csv,,
同行援護,同行援護,Accompanied Support,2024年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202409/sfkopendata_202409_15.zip,sfkopendata_202409_15.zip,csvdownload015.csv,,
行動援護,行動援護,Behavioral Support,2024年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202409/sfkopendata_202409_13.zip,sfkopendata_202409_13.zip,csvdownload013.csv,,
重度障害者等包括支援,重度障害者等包括支援,Comprehensive Support for Persons with Severe Disabilities,2024年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202409/sfkopendata_202409_14.zip,sfkopendata_202409_14.zip,csvdownload014.csv,,
療養介護,療養介護,Medical Care Support,2024年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202409/sfkopendata_202409_21.zip,sfkopendata_202409_21.zip,csvdownload021.csv,,
生活介護,生活介護,Daily Living Care,2024年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202409/sfkopendata_202409_22.zip,sfkopendata_202409_22.zip,csvdownload022.csv,,
短期入所,短期入所,Short Stay,2024年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202409/sfkopendata_202409_24.zip,sfkopendata_202409_24.zip,csvdownload024.csv,,
施設入所支援,施設入所支援,Residential Support,2024年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202409/sfkopendata_202409_32.zip,sfkopendata_202409_32.zip,csvdownload032.csv,,
共同生活援助,共同生活援助,Group Home Support,2024年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202409/sfkopendata_202409_33.zip,sfkopendata_202409_33.zip,csvdownload033.csv,,
自立生活援助,自立生活援助,Independent Living Support,2024年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202409/sfkopendata_202409_61.zip,sfkopendata_202409_61.zip,csvdownload061.csv,,
自立訓練(機能訓練),自立訓練(機能訓練),Independent Living Training (Functional Training),2024年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202409/sfkopendata_202409_41.zip,sfkopendata_202409_41.zip,csvdownload041.csv,,
自立訓練(生活訓練),自立訓練(生活訓練),Independent Living Training (Life Skills Training),2024年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202409/sfkopendata_202409_42.zip,sfkopendata_202409_42.zip,csvdownload042.csv,,
宿泊型自立訓練,宿泊型自立訓練,Residential Independent Living Training,2024年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202409/sfkopendata_202409_34.zip,sfkopendata_202409_34.zip,csvdownload034.csv,,
就労移行支援,就労移行支援,Employment Transition Support,2024年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202409/sfkopendata_202409_60.zip,sfkopendata_202409_60.zip,csvdownload060.csv,,
就労継続支援Ａ型,就労継続支援Ａ型,Continuous Employment Support Type A,2024年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202409/sfkopendata_202409_45.zip,sfkopendata_202409_45.zip,csvdownload045.csv,,
就労継続支援Ｂ型,就労継続支援Ｂ型,Continuous Employment Support Type B,2024年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202409/sfkopendata_202409_46.zip,sfkopendata_202409_46.zip,csvdownload046.csv,,
就労定着支援,就労定着支援,Employment Retention Support,2024年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202409/sfkopendata_202409_62.zip,sfkopendata_202409_62.zip,csvdownload062.csv,,
児童発達支援,児童発達支援,Child Development Support,2024年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202409/sfkopendata_202409_63.zip,sfkopendata_202409_63.zip,csvdownload063.csv,,
医療型児童発達支援,医療型児童発達支援,Medical Child Development Support,2024年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202409/sfkopendata_202409_64.zip,sfkopendata_202409_64.zip,csvdownload064.csv,,
放課後等デイサービス,放課後等デイサービス,After-School Day Service,2024年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202409/sfkopendata_202409_65.zip,sfkopendata_202409_65.zip,csvdownload065.csv,,
居宅訪問型児童発達支援,居宅訪問型児童発達支援,Home-Visit Child Development Support,2024年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202409/sfkopendata_202409_66.zip,sfkopendata_202409_66.zip,csvdownload066.csv,,
保育所等訪問支援,保育所等訪問支援,Nursery School and Kindergarten Visit Support,2024年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202409/sfkopendata_202409_67.zip,sfkopendata_202409_67.zip,csvdownload067.csv,,
福祉型障害児入所施設,福祉型障害児入所施設,Welfare Residential Facility for Children with Disabilities,2024年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202409/sfkopendata_202409_68.zip,sfkopendata_202409_68.zip,csvdownload068.csv,,
医療型障害児入所施設,医療型障害児入所施設,Medical Residential Facility for Children with Disabilities,2024年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202409/sfkopendata_202409_69.zip,sfkopendata_202409_69.zip,csvdownload069.csv,,
地域相談支援(地域移行),地域相談支援(地域移行),Community Consultation Support (Community Transition),2024年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202409/sfkopendata_202409_53.zip,sfkopendata_202409_53.zip,csvdownload053.csv,,
地域相談支援(地域定着),地域相談支援(地域定着),Community Consultation Support (Community Settlement),2024年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202409/sfkopendata_202409_54.zip,sfkopendata_202409_54.zip,csvdownload054.csv,,
計画相談支援,計画相談支援,Service Planning Consultation Support,2024年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202409/sfkopendata_202409_52.zip,sfkopendata_202409_52.zip,csvdownload052.csv,,
障害児相談支援,障害児相談支援,Consultation Support for Children with Disabilities,2024年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202409/sfkopendata_202409_70.zip,sfkopendata_202409_70.zip,csvdownload070.csv,,
居宅介護,居宅介護,Home Care,2024年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202403/sfkopendata_202403_11.zip,sfkopendata_202403_11.zip,csvdownload011.csv,,
重度訪問介護,重度訪問介護,Intensive Home Care,2024年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202403/sfkopendata_202403_12.zip,sfkopendata_202403_12.zip,csvdownload012.csv,,
同行援護,同行援護,Accompanied Support,2024年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202403/sfkopendata_202403_15.zip,sfkopendata_202403_15.zip,csvdownload015.csv,,
行動援護,行動援護,Behavioral Support,2024年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202403/sfkopendata_202403_13.zip,sfkopendata_202403_13.zip,csvdownload013.csv,,
重度障害者等包括支援,重度障害者等包括支援,Comprehensive Support for Persons with Severe Disabilities,2024年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202403/sfkopendata_202403_14.zip,sfkopendata_202403_14.zip,csvdownload014.csv,,
療養介護,療養介護,Medical Care Support,2024年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202403/sfkopendata_202403_21.zip,sfkopendata_202403_21.zip,csvdownload021.csv,,
生活介護,生活介護,Daily Living Care,2024年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202403/sfkopendata_202403_22.zip,sfkopendata_202403_22.zip,csvdownload022.csv,,
短期入所,短期入所,Short Stay,2024年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202403/sfkopendata_202403_24.zip,sfkopendata_202403_24.zip,csvdownload024.csv,,
施設入所支援,施設入所支援,Residential Support,2024年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202403/sfkopendata_202403_32.zip,sfkopendata_202403_32.zip,csvdownload032.csv,,
共同生活援助,共同生活援助,Group Home Support,2024年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202403/sfkopendata_202403_33.zip,sfkopendata_202403_33.zip,csvdownload033.csv,,
自立生活援助,自立生活援助,Independent Living Support,2024年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202403/sfkopendata_202403_61.zip,sfkopendata_202403_61.zip,csvdownload061.csv,,
自立訓練(機能訓練),自立訓練(機能訓練),Independent Living Training (Functional Training),2024年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202403/sfkopendata_202403_41.zip,sfkopendata_202403_41.zip,csvdownload041.csv,,
自立訓練(生活訓練),自立訓練(生活訓練),Independent Living Training (Life Skills Training),2024年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202403/sfkopendata_202403_42.zip,sfkopendata_202403_42.zip,csvdownload042.csv,,
宿泊型自立訓練,宿泊型自立訓練,Residential Independent Living Training,2024年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202403/sfkopendata_202403_34.zip,sfkopendata_202403_34.zip,csvdownload034.csv,,
就労移行支援,就労移行支援,Employment Transition Support,2024年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202403/sfkopendata_202403_60.zip,sfkopendata_202403_60.zip,csvdownload060.csv,,
就労継続支援Ａ型,就労継続支援Ａ型,Continuous Employment Support Type A,2024年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202403/sfkopendata_202403_45.zip,sfkopendata_202403_45.zip,csvdownload045.csv,,
就労継続支援Ｂ型,就労継続支援Ｂ型,Continuous Employment Support Type B,2024年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202403/sfkopendata_202403_46.zip,sfkopendata_202403_46.zip,csvdownload046.csv,,
就労定着支援,就労定着支援,Employment Retention Support,2024年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202403/sfkopendata_202403_62.zip,sfkopendata_202403_62.zip,csvdownload062.csv,,
児童発達支援,児童発達支援,Child Development Support,2024年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202403/sfkopendata_202403_63.zip,sfkopendata_202403_63.zip,csvdownload063.csv,,
医療型児童発達支援,医療型児童発達支援,Medical Child Development Support,2024年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202403/sfkopendata_202403_64.zip,sfkopendata_202403_64.zip,csvdownload064.csv,,
放課後等デイサービス,放課後等デイサービス,After-School Day Service,2024年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202403/sfkopendata_202403_65.zip,sfkopendata_202403_65.zip,csvdownload065.csv,,
居宅訪問型児童発達支援,居宅訪問型児童発達支援,Home-Visit Child Development Support,2024年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202403/sfkopendata_202403_66.zip,sfkopendata_202403_66.zip,csvdownload066.csv,,
保育所等訪問支援,保育所等訪問支援,Nursery School and Kindergarten Visit Support,2024年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202403/sfkopendata_202403_67.zip,sfkopendata_202403_67.zip,csvdownload067.csv,,
福祉型障害児入所施設,福祉型障害児入所施設,Welfare Residential Facility for Children with Disabilities,2024年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202403/sfkopendata_202403_68.zip,sfkopendata_202403_68.zip,csvdownload068.csv,,
医療型障害児入所施設,医療型障害児入所施設,Medical Residential Facility for Children with Disabilities,2024年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202403/sfkopendata_202403_69.zip,sfkopendata_202403_69.zip,csvdownload069.csv,,
地域相談支援(地域移行),地域相談支援(地域移行),Community Consultation Support (Community Transition),2024年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202403/sfkopendata_202403_53.zip,sfkopendata_202403_53.zip,csvdownload053.csv,,
地域相談支援(地域定着),地域相談支援(地域定着),Community Consultation Support (Community Settlement),2024年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202403/sfkopendata_202403_54.zip,sfkopendata_202403_54.zip,csvdownload054.csv,,
計画相談支援,計画相談支援,Service Planning Consultation Support,2024年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202403/sfkopendata_202403_52.zip,sfkopendata_202403_52.zip,csvdownload052.csv,,
障害児相談支援,障害児相談支援,Consultation Support for Children with Disabilities,2024年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202403/sfkopendata_202403_70.zip,sfkopendata_202403_70.zip,csvdownload070.csv,,
居宅介護,居宅介護,Home Care,2023年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202309/sfkopendata_202309_11.zip,sfkopendata_202309_11.zip,csvdownload011.csv,,
重度訪問介護,重度訪問介護,Intensive Home Care,2023年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202309/sfkopendata_202309_12.zip,sfkopendata_202309_12.zip,csvdownload012.csv,,
同行援護,同行援護,Accompanied Support,2023年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202309/sfkopendata_202309_15.zip,sfkopendata_202309_15.zip,csvdownload015.csv,,
行動援護,行動援護,Behavioral Support,2023年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202309/sfkopendata_202309_13.zip,sfkopendata_202309_13.zip,csvdownload013.csv,,
重度障害者等包括支援,重度障害者等包括支援,Comprehensive Support for Persons with Severe Disabilities,2023年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202309/sfkopendata_202309_14.zip,sfkopendata_202309_14.zip,csvdownload014.csv,,
療養介護,療養介護,Medical Care Support,2023年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202309/sfkopendata_202309_21.zip,sfkopendata_202309_21.zip,csvdownload021.csv,,
生活介護,生活介護,Daily Living Care,2023年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202309/sfkopendata_202309_22.zip,sfkopendata_202309_22.zip,csvdownload022.csv,,
短期入所,短期入所,Short Stay,2023年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202309/sfkopendata_202309_24.zip,sfkopendata_202309_24.zip,csvdownload024.csv,,
施設入所支援,施設入所支援,Residential Support,2023年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202309/sfkopendata_202309_32.zip,sfkopendata_202309_32.zip,csvdownload032.csv,,
共同生活援助,共同生活援助,Group Home Support,2023年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202309/sfkopendata_202309_33.zip,sfkopendata_202309_33.zip,csvdownload033.csv,,
自立生活援助,自立生活援助,Independent Living Support,2023年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202309/sfkopendata_202309_61.zip,sfkopendata_202309_61.zip,csvdownload061.csv,,
自立訓練(機能訓練),自立訓練(機能訓練),Independent Living Training (Functional Training),2023年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202309/sfkopendata_202309_41.zip,sfkopendata_202309_41.zip,csvdownload041.csv,,
自立訓練(生活訓練),自立訓練(生活訓練),Independent Living Training (Life Skills Training),2023年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202309/sfkopendata_202309_42.zip,sfkopendata_202309_42.zip,csvdownload042.csv,,
宿泊型自立訓練,宿泊型自立訓練,Residential Independent Living Training,2023年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202309/sfkopendata_202309_34.zip,sfkopendata_202309_34.zip,csvdownload034.csv,,
就労移行支援,就労移行支援,Employment Transition Support,2023年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202309/sfkopendata_202309_60.zip,sfkopendata_202309_60.zip,csvdownload060.csv,,
就労継続支援Ａ型,就労継続支援Ａ型,Continuous Employment Support Type A,2023年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202309/sfkopendata_202309_45.zip,sfkopendata_202309_45.zip,csvdownload045.csv,,
就労継続支援Ｂ型,就労継続支援Ｂ型,Continuous Employment Support Type B,2023年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202309/sfkopendata_202309_46.zip,sfkopendata_202309_46.zip,csvdownload046.csv,,
就労定着支援,就労定着支援,Employment Retention Support,2023年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202309/sfkopendata_202309_62.zip,sfkopendata_202309_62.zip,csvdownload062.csv,,
児童発達支援,児童発達支援,Child Development Support,2023年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202309/sfkopendata_202309_63.zip,sfkopendata_202309_63.zip,csvdownload063.csv,,
医療型児童発達支援,医療型児童発達支援,Medical Child Development Support,2023年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202309/sfkopendata_202309_64.zip,sfkopendata_202309_64.zip,csvdownload064.csv,,
放課後等デイサービス,放課後等デイサービス,After-School Day Service,2023年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202309/sfkopendata_202309_65.zip,sfkopendata_202309_65.zip,csvdownload065.csv,,
居宅訪問型児童発達支援,居宅訪問型児童発達支援,Home-Visit Child Development Support,2023年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202309/sfkopendata_202309_66.zip,sfkopendata_202309_66.zip,csvdownload066.csv,,
保育所等訪問支援,保育所等訪問支援,Nursery School and Kindergarten Visit Support,2023年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202309/sfkopendata_202309_67.zip,sfkopendata_202309_67.zip,csvdownload067.csv,,
福祉型障害児入所施設,福祉型障害児入所施設,Welfare Residential Facility for Children with Disabilities,2023年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202309/sfkopendata_202309_68.zip,sfkopendata_202309_68.zip,csvdownload068.csv,,
医療型障害児入所施設,医療型障害児入所施設,Medical Residential Facility for Children with Disabilities,2023年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202309/sfkopendata_202309_69.zip,sfkopendata_202309_69.zip,csvdownload069.csv,,
地域相談支援(地域移行),地域相談支援(地域移行),Community Consultation Support (Community Transition),2023年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202309/sfkopendata_202309_53.zip,sfkopendata_202309_53.zip,csvdownload053.csv,,
地域相談支援(地域定着),地域相談支援(地域定着),Community Consultation Support (Community Settlement),2023年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202309/sfkopendata_202309_54.zip,sfkopendata_202309_54.zip,csvdownload054.csv,,
計画相談支援,計画相談支援,Service Planning Consultation Support,2023年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202309/sfkopendata_202309_52.zip,sfkopendata_202309_52.zip,csvdownload052.csv,,
障害児相談支援,障害児相談支援,Consultation Support for Children with Disabilities,2023年9月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202309/sfkopendata_202309_70.zip,sfkopendata_202309_70.zip,csvdownload070.csv,,
居宅介護,居宅介護,Home Care,2023年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202303/sfkopendata_202303_11.zip,sfkopendata_202303_11.zip,csvdownload011.csv,,
重度訪問介護,重度訪問介護,Intensive Home Care,2023年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202303/sfkopendata_202303_12.zip,sfkopendata_202303_12.zip,csvdownload012.csv,,
同行援護,同行援護,Accompanied Support,2023年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202303/sfkopendata_202303_15.zip,sfkopendata_202303_15.zip,csvdownload015.csv,,
行動援護,行動援護,Behavioral Support,2023年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202303/sfkopendata_202303_13.zip,sfkopendata_202303_13.zip,csvdownload013.csv,,
重度障害者等包括支援,重度障害者等包括支援,Comprehensive Support for Persons with Severe Disabilities,2023年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202303/sfkopendata_202303_14.zip,sfkopendata_202303_14.zip,csvdownload014.csv,,
療養介護,療養介護,Medical Care Support,2023年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202303/sfkopendata_202303_21.zip,sfkopendata_202303_21.zip,csvdownload021.csv,,
生活介護,生活介護,Daily Living Care,2023年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202303/sfkopendata_202303_22.zip,sfkopendata_202303_22.zip,csvdownload022.csv,,
短期入所,短期入所,Short Stay,2023年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202303/sfkopendata_202303_24.zip,sfkopendata_202303_24.zip,csvdownload024.csv,,
施設入所支援,施設入所支援,Residential Support,2023年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202303/sfkopendata_202303_32.zip,sfkopendata_202303_32.zip,csvdownload032.csv,,
共同生活援助,共同生活援助,Group Home Support,2023年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202303/sfkopendata_202303_33.zip,sfkopendata_202303_33.zip,csvdownload033.csv,,
自立生活援助,自立生活援助,Independent Living Support,2023年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202303/sfkopendata_202303_61.zip,sfkopendata_202303_61.zip,csvdownload061.csv,,
自立訓練(機能訓練),自立訓練(機能訓練),Independent Living Training (Functional Training),2023年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202303/sfkopendata_202303_41.zip,sfkopendata_202303_41.zip,csvdownload041.csv,,
自立訓練(生活訓練),自立訓練(生活訓練),Independent Living Training (Life Skills Training),2023年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202303/sfkopendata_202303_42.zip,sfkopendata_202303_42.zip,csvdownload042.csv,,
宿泊型自立訓練,宿泊型自立訓練,Residential Independent Living Training,2023年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202303/sfkopendata_202303_34.zip,sfkopendata_202303_34.zip,csvdownload034.csv,,
就労移行支援,就労移行支援,Employment Transition Support,2023年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202303/sfkopendata_202303_60.zip,sfkopendata_202303_60.zip,csvdownload060.csv,,
就労継続支援Ａ型,就労継続支援Ａ型,Continuous Employment Support Type A,2023年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202303/sfkopendata_202303_45.zip,sfkopendata_202303_45.zip,csvdownload045.csv,,
就労継続支援Ｂ型,就労継続支援Ｂ型,Continuous Employment Support Type B,2023年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202303/sfkopendata_202303_46.zip,sfkopendata_202303_46.zip,csvdownload046.csv,,
就労定着支援,就労定着支援,Employment Retention Support,2023年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202303/sfkopendata_202303_62.zip,sfkopendata_202303_62.zip,csvdownload062.csv,,
児童発達支援,児童発達支援,Child Development Support,2023年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202303/sfkopendata_202303_63.zip,sfkopendata_202303_63.zip,csvdownload063.csv,,
医療型児童発達支援,医療型児童発達支援,Medical Child Development Support,2023年3月末時点,https://www.wam.go.jp/content/files/pcpub/top/sfkopendata/202303/sfkopendata_202303_64.zip,sfkopendata_202303_64.zip,csvdownload064.csv,,
