availability,year,url,zip,shp,altdir,source,col,levels,labels,palette,muni_column,muni_type,encoding,qml,epsg,filesize
東京都,2017,https://nlftp.mlit.go.jp/ksj/gml/data/A19/A19-17/A19-17_13_GML.zip,A19-17_13_GML.zip,A19-17_13_GML/A19-17_13.shp,,,,,,,,,,A19-2017.qml,,
東京都,2007,https://nlftp.mlit.go.jp/ksj/gml/data/A19/A19-07/A19-070402_13_GML.zip,A19-070402_13_GML.zip,A19-070402_13_RemoteIslandDevelopmentImplementationArea.shp,,,,,,,,,,,,
東京都,2005,https://nlftp.mlit.go.jp/ksj/gml/data/A19/A19-05/A19-051001_13_GML.zip,A19-051001_13_GML.zip,A19-051001_13_RemoteIslandDevelopmentImplementationArea.shp,,,,,,,,,,,,
東京都,2000,https://nlftp.mlit.go.jp/ksj/gml/data/A19/A19-00/A19-001001_13_GML.zip,A19-001001_13_GML.zip,A19-001001_13_RemoteIslandDevelopmentImplementationArea.shp,,,,,,,,,,,,
東京都,1995,https://nlftp.mlit.go.jp/ksj/gml/data/A19/A19-95/A19-951001_13_GML.zip,A19-951001_13_GML.zip,A19-951001_13_RemoteIslandDevelopmentImplementationArea.shp,,,,,,,,,,,,
東京都,1990,https://nlftp.mlit.go.jp/ksj/gml/data/A19/A19-90/A19-901001_13_GML.zip,A19-901001_13_GML.zip,A19-901001_13_RemoteIslandDevelopmentImplementationArea.shp,,,,,,,,,,,,
東京都,1985,https://nlftp.mlit.go.jp/ksj/gml/data/A19/A19-85/A19-851001_13_GML.zip,A19-851001_13_GML.zip,A19-851001_13_RemoteIslandDevelopmentImplementationArea.shp,,,,,,,,,,,,
東京都,1980,https://nlftp.mlit.go.jp/ksj/gml/data/A19/A19-80/A19-801001_13_GML.zip,A19-801001_13_GML.zip,A19-801001_13_RemoteIslandDevelopmentImplementationArea.shp,,,,,,,,,,,,
東京都,1975,https://nlftp.mlit.go.jp/ksj/gml/data/A19/A19-75/A19-751001_13_GML.zip,A19-751001_13_GML.zip,A19-751001_13_RemoteIslandDevelopmentImplementationArea.shp,,,,,,,,,,,,
東京都,1970,https://nlftp.mlit.go.jp/ksj/gml/data/A19/A19-70/A19-701001_13_GML.zip,A19-701001_13_GML.zip,A19-701001_13_RemoteIslandDevelopmentImplementationArea.shp,,,,,,,,,,,,
東京都,1965,https://nlftp.mlit.go.jp/ksj/gml/data/A19/A19-65/A19-651001_13_GML.zip,A19-651001_13_GML.zip,A19-651001_13_RemoteIslandDevelopmentImplementationArea.shp,,,,,,,,,,,,
東京都,1960,https://nlftp.mlit.go.jp/ksj/gml/data/A19/A19-60/A19-601001_13_GML.zip,A19-601001_13_GML.zip,A19-601001_13_RemoteIslandDevelopmentImplementationArea.shp,,,,,,,,,,,,
東京都,1955,https://nlftp.mlit.go.jp/ksj/gml/data/A19/A19-55/A19-551001_13_GML.zip,A19-551001_13_GML.zip,A19-551001_13_RemoteIslandDevelopmentImplementationArea.shp,,,,,,,,,,,,
東京都,1953,https://nlftp.mlit.go.jp/ksj/gml/data/A19/A19-53/A19-551001_13_GML.zip,A19-531001_13_GML.zip,A19-531001_13_RemoteIslandDevelopmentImplementationArea.shp,,,,,,,,,,,,
新潟県 ,2017,https://nlftp.mlit.go.jp/ksj/gml/data/A19/A19-17/A19-17_15_GML.zip,A19-17_15_GML.zip,A19-17_15_GML/A19-17_15.shp,,,,,,,,,,A19-2017.qml,,
新潟県 ,2007,https://nlftp.mlit.go.jp/ksj/gml/data/A19/A19-07/A19-070402_15_GML.zip,A19-070402_15_GML.zip,A19-070402_15_RemoteIslandDevelopmentImplementationArea.shp,,,,,,,,,,,,
新潟県 ,2005,https://nlftp.mlit.go.jp/ksj/gml/data/A19/A19-05/A19-051001_15_GML.zip,A19-051001_15_GML.zip,A19-051001_15_RemoteIslandDevelopmentImplementationArea.shp,,,,,,,,,,,,
新潟県 ,2000,https://nlftp.mlit.go.jp/ksj/gml/data/A19/A19-00/A19-001001_15_GML.zip,A19-001001_15_GML.zip,A19-001001_15_RemoteIslandDevelopmentImplementationArea.shp,,,,,,,,,,,,
新潟県 ,1995,https://nlftp.mlit.go.jp/ksj/gml/data/A19/A19-95/A19-951001_15_GML.zip,A19-951001_15_GML.zip,A19-951001_15_RemoteIslandDevelopmentImplementationArea.shp,,,,,,,,,,,,
新潟県 ,1990,https://nlftp.mlit.go.jp/ksj/gml/data/A19/A19-90/A19-901001_15_GML.zip,A19-901001_15_GML.zip,A19-901001_15_RemoteIslandDevelopmentImplementationArea.shp,,,,,,,,,,,,
